#{"t_start": 1780669971.696183}
r,l,t
-57949.0,24,20134.055789
-58535.0,24,20279.062112
-54046.0,28,20413.934157
-55199.0,28,20544.257644
-55924.0,28,20674.866059
-81003.0,16,20826.729537
-72739.0,24,20998.857536
-60032.0,27,21160.241761
-67847.0,24,21293.495306
-56621.0,28,21419.704484
-54249.0,28,21554.8408
-62421.0,24,21704.696908
-62858.0,24,21859.208889
-56990.0,28,22001.08222
-58275.0,28,22148.210826
-61164.0,20,22283.644828
-72348.0,24,22426.329841
-54976.0,28,22550.065084
-55557.0,28,22682.861293
-59375.0,24,22822.002869
-55304.0,28,22968.247365
-54791.0,28,23119.388464
-54676.0,28,23256.63791
-70283.0,24,23380.27257
-54856.0,28,23514.756885
-56337.0,28,23650.153457
-58288.0,17,23787.82615
-73985.0,24,23913.528837
-55630.0,22,24041.838419
-54911.0,28,24165.873665
-71966.0,24,24306.211803
-55855.0,26,24465.944562
-70902.0,24,24613.895664
-61845.0,24,24757.429149
-66033.0,24,24880.217284
-64398.0,27,25032.821806
-54059.0,28,25160.458519
-55545.0,24,25307.739713
-71338.0,24,25448.310524
-72068.0,24,25577.334021
-56165.0,28,25716.0227
-57402.0,24,25842.440369
-56749.0,28,25998.602803
-55765.0,25,26146.641538
-57714.0,28,26290.631794
-71583.0,28,26460.705798
-77321.0,18,26596.473769
-57513.0,24,26739.863895
-56333.0,24,26900.722036
-69556.0,24,27044.193489
-55502.0,28,27177.880195
-69708.0,24,27351.279503
-61611.0,24,27487.227108
-53389.0,28,27616.058006
-58717.0,24,27782.617169
-64086.0,24,27913.492403
-62781.0,24,28047.252305
-55299.0,28,28187.949485
-56902.0,28,28329.086708
-54386.0,28,28463.164359
-54938.0,28,28597.428098
-65858.0,24,28737.340321
-53724.0,28,28873.663117
-71775.0,22,29018.298145
-79462.0,20,29153.772066
-53775.0,28,29298.15646
-57419.0,28,29448.313595
-72531.0,24,29578.14858
-52393.0,28,29709.933315
-59346.0,24,29851.89902
-56357.0,28,30000.487684
-68201.0,24,30121.208581
-59855.0,28,30273.776303
-67254.0,20,30415.138688
-60737.0,28,30567.798554
