#{"t_start": 1780669971.6951847}
r,l,t
-60668.0,24,27398.680072
-60004.0,24,27534.217343
-56997.0,24,27674.342743
-71162.0,24,27812.606686
-62366.0,21,27959.829133
-58399.0,28,28088.145949
-54482.0,28,28221.210364
-55131.0,28,28358.725898
-69310.0,28,28505.173173
-53766.0,24,28651.094694
-54980.0,28,28781.584903
-56743.0,25,28908.208063
-58071.0,28,29071.481085
-73029.0,24,29220.638298
-55576.0,28,29362.220074
-60446.0,24,29514.090834
-56478.0,28,29658.798155
-57598.0,28,29817.850636
-57247.0,28,29953.674515
-53942.0,28,30088.013995
-68464.0,24,30222.654726
-60781.0,27,30397.556705
-55943.0,24,30539.512837
-54516.0,28,30684.328086
