#{"t_start": 1780669971.6939116}
r,l,t
-549324.0,22,26862.226764
-652810.0,29,27032.128142
-1010767.0,32,27207.327072
-542622.0,24,27361.045344
-876865.0,29,27518.400472
-743746.0,29,27679.666878
-687391.0,29,27840.52897
-500880.0,24,27999.436405
-1266006.0,34,28166.579469
-1239911.0,34,28333.616136
-1268805.0,34,28494.182106
-817788.0,29,28668.839383
-1275750.0,34,28834.269434
-978432.0,29,28997.668293
-589007.0,24,29158.746994
-1198496.0,34,29332.594902
-772543.0,26,29486.644248
-1241900.0,34,29657.638957
-817560.0,29,29823.346691
-1258787.0,34,29991.556031
-1257053.0,34,30163.19648
-706578.0,24,30323.526185
-633624.0,26,30491.361218
-1238886.0,34,30662.660229
