#{"t_start": 1780734190.6575925}
r,l,t
-4217.0,16,7290.178064
-3597.0,24,7322.518041
-3974.0,24,7362.757547
-3364.0,28,7399.95334
-2436.0,28,7434.937949
-2546.0,28,7467.006405
-2655.0,24,7505.53115
-2303.0,28,7538.271723
-3522.0,20,7574.577925
-3284.0,22,7611.769127
-3209.0,24,7651.170769
-2342.0,28,7688.172454
-5821.0,20,7724.068727
-2973.0,24,7760.65173
-3027.0,24,7798.257456
-3744.0,22,7834.325102
-3450.0,24,7872.362893
-2390.0,28,7911.559233
-2890.0,24,7946.057329
-4154.0,24,7981.096294
-2877.0,24,8017.706959
-2959.0,24,8052.52732
-3771.0,23,8086.145769
-4733.0,19,8124.83662
-2593.0,28,8163.510702
-2653.0,26,8202.266123
-2980.0,27,8242.175291
-5616.0,16,8279.297508
-2406.0,28,8317.038023
-4008.0,22,8351.506997
-2584.0,24,8391.766382
-2961.0,26,8431.858987
-6202.0,20,8471.892988
-3077.0,28,8511.350742
-3323.0,23,8547.198071
-2619.0,28,8587.739832
-3903.0,24,8630.465458
-2837.0,28,8669.559394
