#{"t_start": 1780911697.7104752}
r,l,t
-16766.0,13,4627.19328
-37226.0,8,4670.002983
-15351.0,24,4716.143502
-12960.0,20,4761.594881
-37489.0,8,4804.369644
-23851.0,16,4846.089063
-17985.0,15,4885.558321
-11359.0,12,4928.461183
-20630.0,16,4970.415438
-11175.0,20,5009.553763
-14401.0,17,5059.935964
-12064.0,8,5089.772835
-27883.0,6,5118.203216
-55138.0,9,5157.790545
-47080.0,8,5194.187331
-63314.0,10,5233.41481
-135939.0,13,5271.136738
-36289.0,11,5307.246621
-166379.0,15,5351.978848
-102782.0,18,5395.584864
-285715.0,19,5433.139936
-78917.0,15,5479.754735
-306556.0,29,5541.629357
-155996.0,24,5599.114922
-277457.0,28,5656.417401
-249364.0,24,5712.597308
-283896.0,29,5764.764209
-337710.0,34,5826.029833
-423613.0,34,5882.274135
-240508.0,24,5927.978628
-120705.0,19,5975.551483
-424680.0,34,6032.355892
-274333.0,29,6086.168864
-234634.0,24,6133.397714
-249709.0,24,6183.367217
-138792.0,24,6237.660911
-414974.0,34,6293.419711
-425157.0,34,6358.363903
-136170.0,26,6409.221562
-382635.0,29,6472.939912
-261387.0,29,6525.416769
-274449.0,24,6582.91572
-97110.0,24,6632.675618
-128156.0,19,6677.800163
-239299.0,24,6726.893956
-192023.0,26,6782.692614
-214975.0,21,6839.837443
-425730.0,34,6898.697357
-227756.0,24,6947.966184
-75135.0,19,6997.448541
-425010.0,34,7053.015459
-108905.0,21,7103.247174
-411433.0,34,7167.127082
-137798.0,24,7216.416412
-261478.0,29,7272.074628
-226646.0,24,7323.849344
-291331.0,29,7379.515451
-112890.0,24,7434.233468
-203073.0,29,7487.608331
-257422.0,29,7536.190457
-89255.0,16,7577.650939
-197862.0,19,7615.947983
-196852.0,25,7668.500534
-294502.0,24,7715.964485
-272600.0,28,7773.135488
-354061.0,24,7828.559119
-91948.0,19,7870.197021
-163523.0,21,7925.8433
-164894.0,14,7966.671683
-54438.0,10,8004.498874
-68844.0,11,8040.972173
-97751.0,9,8077.82129
-142550.0,14,8117.15227
-69153.0,9,8151.553743
-33790.0,6,8178.412194
-68274.0,9,8212.900177
-46981.0,7,8250.000775
-90001.0,9,8287.091978
-92170.0,12,8318.218292
-141677.0,14,8356.553684
-83329.0,10,8392.814634
-55295.0,9,8421.846189
-102467.0,9,8451.356935
-52517.0,8,8484.195156
-36258.0,7,8514.242457
-113026.0,13,8564.434728
-53971.0,9,8601.300762
-46652.0,6,8626.338936
-42469.0,7,8664.598234
-57698.0,9,8706.504606
-108066.0,12,8754.251186
-61295.0,9,8792.758749
-40948.0,8,8829.684077
-40576.0,8,8865.191741
-36400.0,8,8901.131617
-34417.0,6,8926.788797
-50100.0,7,8959.356245
-12945.0,6,8986.166763
-24929.0,7,9019.590838
-34552.0,7,9047.579231
-24289.0,7,9077.576317
-43954.0,11,9117.016563
-18732.0,8,9147.76688
-33727.0,8,9183.133919
-23837.0,9,9218.708809
-41461.0,7,9249.535958
-36270.0,6,9274.895214
-19328.0,6,9305.29528
-62259.0,10,9343.932364
-28206.0,7,9374.006973
-30187.0,10,9412.945897
-28759.0,9,9444.812383
-19062.0,6,9472.627206
-22142.0,6,9498.062786
-53710.0,8,9532.723741
-50654.0,8,9566.327855
-16777.0,9,9596.471811
-21296.0,8,9629.033976
-28202.0,8,9665.818139
-41646.0,8,9702.152682
-29736.0,8,9736.80659
-26586.0,7,9765.641
-47947.0,7,9797.308032
-27694.0,6,9824.064774
-58400.0,9,9862.247711
-49604.0,7,9897.595357
-31315.0,8,9931.824387
-41916.0,8,9964.749643
-56996.0,7,9995.432003
-37935.0,9,10027.572549
-17386.0,10,10062.643692
-26862.0,6,10089.761903
-26660.0,8,10123.352512
-52102.0,9,10162.993491
-51252.0,7,10201.254681
-21888.0,7,10233.825249
-16593.0,7,10263.458636
-34627.0,8,10293.292682
-36284.0,7,10323.162783
-24652.0,7,10351.454397
-28358.0,6,10380.189029
-30014.0,9,10415.500913
-23057.0,7,10451.282083
-20335.0,7,10480.201699
-30990.0,8,10511.099053
-10766.0,8,10541.5696
-21058.0,12,10574.504335
-13206.0,8,10601.334929
-12975.0,8,10633.854444
-22927.0,8,10664.007739
-19211.0,6,10686.1526
-19365.0,7,10717.352633
-27352.0,7,10747.208749
-22042.0,7,10779.397637
-23003.0,7,10805.796272
-29410.0,7,10837.065469
-25779.0,8,10871.541569
-16844.0,7,10900.550465
-20108.0,8,10935.045366
-9669.0,7,10967.266293
-31096.0,8,10998.668452
-18499.0,9,11032.700208
-32942.0,6,11060.491785
-52418.0,8,11096.864929
-19150.0,7,11127.809236
-21398.0,6,11157.165698
-12232.0,8,11188.541678
-12245.0,8,11215.097949
-16210.0,8,11247.555616
-31511.0,8,11279.100728
-15868.0,8,11308.764156
-17402.0,8,11341.356002
-15907.0,8,11366.366673
-14748.0,8,11392.859256
-15653.0,8,11422.660409
-22871.0,8,11456.562217
-17363.0,7,11488.654545
-20397.0,6,11520.547883
-54623.0,9,11555.688621
-46552.0,8,11588.661015
-49693.0,7,11624.783031
-56169.0,8,11660.568096
-18445.0,6,11690.681516
-22693.0,7,11719.980142
-67392.0,7,11754.443934
-18329.0,7,11791.819858
-27083.0,6,11818.430289
-83993.0,7,11862.738714
-29383.0,6,11893.38372
-24805.0,7,11923.257814
-25985.0,6,11948.869938
-45914.0,7,11982.257783
-29154.0,7,12009.127602
-23150.0,6,12037.235397
-29066.0,7,12069.810659
-51657.0,8,12111.128108
-29292.0,6,12139.91594
-25650.0,7,12177.233083
-24263.0,6,12204.580374
-63803.0,9,12242.044412
-34939.0,6,12272.14277
-35678.0,7,12308.248943
-29971.0,6,12338.09193
-17795.0,8,12370.316684
-20248.0,7,12400.866263
-20521.0,7,12426.88972
-21815.0,6,12453.341725
-32028.0,8,12485.205609
-30444.0,6,12511.768526
-25326.0,7,12543.318197
-42818.0,7,12576.851949
-61113.0,9,12613.854476
-26684.0,8,12647.74793
-22731.0,6,12679.214809
-31781.0,9,12715.658294
-38186.0,6,12745.251388
-22264.0,6,12773.856541
-48436.0,9,12814.527383
-39752.0,7,12843.47152
-57773.0,9,12889.941944
-71060.0,10,12927.397615
-39321.0,8,12965.230734
-35054.0,6,12995.902327
-19270.0,6,13024.899077
-63874.0,9,13060.247855
-35984.0,8,13094.419126
-24529.0,7,13122.213608
-39044.0,6,13149.452742
-90617.0,9,13194.025997
-40659.0,7,13228.156151
-48801.0,7,13261.283078
-16618.0,7,13292.22793
-21941.0,6,13319.596325
-75196.0,9,13358.344677
-28542.0,8,13387.138463
-119393.0,12,13434.027915
-41084.0,9,13472.103938
-42210.0,7,13506.393063
-68602.0,9,13540.684961
-60316.0,9,13574.225652
-71924.0,10,13612.358306
-40105.0,9,13637.936824
