#{"t_start": 1780911697.7092867}
r,l,t
-24260.0,7,9663.497782
-47509.0,8,9699.623751
-42142.0,7,9729.297615
-19492.0,7,9757.544215
-21787.0,7,9788.317171
-25442.0,7,9821.47901
-46773.0,7,9852.656364
-45114.0,9,9894.922342
-26208.0,7,9926.928233
-35654.0,9,9962.345593
-31355.0,7,9992.725743
-29021.0,8,10022.442705
-30536.0,7,10048.072592
-20374.0,8,10079.31356
-20824.0,7,10107.945698
-23588.0,6,10135.740316
-23256.0,7,10167.183728
-58833.0,8,10209.94053
-28845.0,7,10241.578525
-15975.0,6,10267.696072
-23438.0,8,10297.267481
-21742.0,8,10331.041699
-45317.0,8,10366.132194
-27202.0,7,10396.667688
-26413.0,8,10426.825246
-46412.0,8,10465.421796
-18197.0,6,10490.803782
-19944.0,7,10520.164019
-18614.0,8,10546.781129
-13413.0,12,10579.431871
-33349.0,8,10610.656958
-18079.0,7,10638.021487
-12790.0,8,10667.72833
-37517.0,9,10703.194937
-32442.0,7,10734.285816
-29219.0,7,10765.833717
-36394.0,8,10795.881869
-32210.0,7,10826.625462
-26438.0,8,10860.869019
-33733.0,7,10889.868448
-36660.0,6,10916.609366
-32070.0,6,10942.741816
-28488.0,7,10975.734226
-17165.0,8,11005.321645
-51890.0,8,11037.655109
-53087.0,7,11069.095045
-52843.0,8,11105.732804
-37664.0,7,11140.21665
-26588.0,8,11172.943193
-20027.0,7,11198.419279
-15244.0,9,11229.928255
-15761.0,6,11254.28038
-33809.0,8,11285.540183
-16849.0,7,11313.040202
-13977.0,8,11343.776351
-26769.0,9,11373.164041
-13029.0,10,11402.844429
-9746.0,8,11438.392663
-16733.0,8,11475.467378
-18527.0,8,11511.857727
-28827.0,7,11539.210799
-21150.0,7,11572.533377
-21182.0,7,11601.280937
-41383.0,7,11635.988239
-45346.0,6,11665.46809
-41875.0,7,11698.829356
-12241.0,7,11727.347527
-33816.0,6,11759.006462
-25489.0,6,11789.971717
-40516.0,7,11822.979649
-24195.0,7,11867.103366
-19167.0,6,11897.628219
-26786.0,8,11931.162988
-65298.0,10,11976.778794
-34649.0,9,12013.66839
-28297.0,7,12045.338693
-25120.0,6,12078.114825
-26536.0,7,12108.476536
-31346.0,7,12146.589322
-62049.0,8,12184.469533
-44277.0,8,12220.601238
-23606.0,6,12246.365697
-41944.0,6,12277.322457
-26607.0,6,12305.651055
-35363.0,7,12342.478036
-10752.0,6,12363.996203
-18311.0,7,12396.401447
-25722.0,9,12432.679657
-19496.0,8,12463.508333
-87988.0,10,12502.684311
-39609.0,6,12533.48766
-39198.0,7,12563.667129
-65868.0,9,12604.678575
-23225.0,6,12628.775681
-38242.0,8,12667.156679
-70091.0,7,12699.010248
-43128.0,7,12728.175041
-40653.0,6,12758.810205
-43726.0,7,12792.824607
-76066.0,8,12823.093618
-40516.0,7,12859.341393
-41329.0,6,12887.042902
-48184.0,9,12918.535495
-34227.0,6,12948.297313
-61027.0,7,12983.518754
-23649.0,7,13018.663911
-46143.0,8,13051.321017
-69017.0,8,13084.245465
-46299.0,9,13120.024701
-54532.0,8,13159.136907
-78753.0,7,13190.821206
-23989.0,6,13220.178036
-44443.0,6,13250.76702
-54949.0,7,13282.64662
-28831.0,7,13312.214894
-23757.0,8,13348.605681
-64163.0,13,13396.618185
-55681.0,8,13427.109083
-35638.0,6,13452.451533
-26546.0,6,13480.162807
-21069.0,8,13517.491905
-49039.0,9,13550.559934
-52452.0,11,13588.383758
-50185.0,10,13625.537787
