#{"t_start": 1780240508.2864084}
r,l,t
-89427.0,20,27945.753018
-102467.0,16,28189.811908
-63744.0,20,28414.241315
-72185.0,24,28640.160942
-83614.0,16,28851.654105
-98151.0,12,29125.20755
-63363.0,20,29399.214646
-99321.0,15,29660.665882
-89704.0,16,29926.86794
-58275.0,29,30182.59408
-52878.0,25,30386.05599
-97829.0,14,30620.459278
-82462.0,20,30842.595845
-71623.0,24,31060.433342
-63958.0,22,31262.775088
-56342.0,21,31484.872319
-52970.0,28,31687.004382
-53968.0,28,31904.286895
-59083.0,24,32107.669617
-55342.0,24,32308.954631
-53534.0,28,32509.859963
-50259.0,28,32728.165308
-64348.0,20,32940.830166
-75685.0,24,33201.904392
-65392.0,20,33477.651606
-86770.0,24,33878.515182
-61513.0,26,34435.927815
-65745.0,24,34824.460773
-51545.0,28,35164.604549
-61767.0,24,35481.277437
-54170.0,28,35716.886615
-60056.0,24,35953.601151
-54278.0,28,36212.283058
-52551.0,28,36538.837383
-57102.0,24,36839.605382
-59598.0,24,37080.672947
-53993.0,28,37311.15438
-64868.0,24,37581.66886
-66152.0,27,37856.186434
-53085.0,28,38086.914102
-58235.0,24,38386.530486
-52511.0,28,38652.064657
-87787.0,20,38900.822668
-77618.0,20,39161.847396
-61763.0,21,39438.585758
-58603.0,24,39687.381127
-53362.0,28,39939.152583
-55254.0,28,40164.134547
-51710.0,28,40394.504402
-55289.0,24,40623.486675
-75875.0,24,40878.445582
-72400.0,16,41092.178231
-49066.0,28,41314.429899
-60425.0,24,41552.165989
-56186.0,24,41820.274269
-67610.0,20,42024.51175
-52370.0,24,42262.224123
-78747.0,20,50259.234397
-90443.0,20,50536.397671
-61945.0,28,50865.029664
-67846.0,24,51157.734367
-73309.0,24,51420.734532
-64636.0,24,51676.981813
-61919.0,20,51918.104179
-52518.0,28,52211.200644
-78058.0,24,52468.165112
-58994.0,24,52735.3676
-58852.0,26,53027.439566
-49705.0,28,53335.550367
-58267.0,28,53605.4804
-53821.0,28,53839.522074
-61242.0,28,54095.84404
-75020.0,20,54308.620155
-62705.0,24,54556.973866
-86938.0,24,54866.421693
-51361.0,28,55127.552743
-53756.0,28,55371.580735
-71365.0,24,55614.746913
-53186.0,26,55877.996822
-72456.0,24,56106.170381
-52317.0,28,56333.422242
-58630.0,28,56596.849358
-53727.0,28,56856.424352
-79980.0,24,57105.275428
-64185.0,20,57351.077627
-51080.0,28,57591.280869
-50242.0,28,57831.155648
-67637.0,24,58092.050729
-70848.0,24,58328.651287
-53451.0,28,58578.098537
-53260.0,28,58810.021344
-52105.0,28,59048.48883
-65565.0,24,59284.273961
-49208.0,28,59520.867325
-50663.0,28,59747.598041
-53599.0,28,59984.793014
-52529.0,28,60248.203098
-63786.0,20,60494.738582
-83751.0,13,60739.964018
-50458.0,28,60970.924216
-53916.0,28,61200.979139
-54244.0,28,61434.523156
-51773.0,25,61705.747461
-75401.0,24,61945.809223
-55378.0,24,62199.160077
-80025.0,24,62446.996423
-49977.0,28,62720.90318
-86965.0,20,62985.95214
-52318.0,28,63260.821965
-63148.0,24,63537.253514
-52747.0,24,63790.427006
-51509.0,28,64087.692709
-57668.0,20,64327.675538
-56845.0,27,64618.234482
-88294.0,20,64864.580027
-69778.0,20,65087.477195
-72454.0,20,65327.286921
-67270.0,24,65583.886317
