#{"t_start": 1781505506.819457}
r,l,t
-127860.0,26,58976.514371
-127544.0,28,59339.529687
-130290.0,24,59712.370432
-129948.0,28,60095.958907
-147123.0,22,60466.439774
-137122.0,24,60833.276642
-154384.0,23,61249.466971
-131916.0,12,61611.46366
-138077.0,20,61988.361979
-153624.0,20,62387.681978
-128294.0,20,62771.802001
-124404.0,28,63150.18409
-132254.0,20,63492.681023
-126365.0,24,63839.900159
-127078.0,28,64230.716822
-113682.0,24,64568.200438
-148258.0,20,64943.246964
-120330.0,28,65315.87821
-146604.0,20,65685.796857
-125157.0,28,66059.833055
-129549.0,24,66413.563485
-135669.0,22,66807.597833
-137390.0,24,67175.212175
-110977.0,24,67563.514166
-135373.0,24,67963.148669
-137515.0,20,68343.004543
-127148.0,20,68690.369428
-118555.0,24,69038.732767
-123874.0,28,69394.4158
-125724.0,28,69749.471327
-159807.0,20,70128.810232
-132739.0,24,70503.575087
-129629.0,24,70868.041524
-122072.0,28,71215.429139
-117327.0,24,71569.631257
-145753.0,24,71940.768627
-124801.0,28,72288.456409
-134953.0,24,72647.146841
-109650.0,24,72989.251632
-145767.0,20,73381.604949
-128075.0,28,73771.709086
-125172.0,28,74161.355672
-147909.0,24,74494.049641
-128008.0,28,74900.677407
-126722.0,28,75250.397911
-119780.0,28,75597.060151
-129973.0,24,75972.656103
-125683.0,24,76357.301943
-119097.0,24,76707.54613
-132816.0,23,77119.088862
-127787.0,28,77465.244596
-122866.0,25,77837.030325
-125731.0,28,78203.30685
-121267.0,28,78553.848641
-124737.0,24,78917.230013
-126695.0,28,79264.437204
-106867.0,24,79613.662084
-126590.0,28,79998.755527
-151224.0,22,80365.282154
-121279.0,20,80731.562361
-124060.0,28,81139.951704
-123861.0,28,81497.48684
-153719.0,20,81877.293072
-121811.0,24,82227.032334
-149716.0,24,82586.699512
-122191.0,28,82944.837577
-145427.0,20,83322.18922
-114087.0,24,83669.56023
-129686.0,16,84051.776392
-130837.0,20,84401.657137
-122434.0,28,84763.403511
-133540.0,24,85140.895239
-125015.0,25,85536.68056
-121331.0,28,85909.96619
-133904.0,24,86299.700294
-130146.0,24,86666.968361
-124871.0,28,87042.365825
-125591.0,28,87408.535056
-124160.0,28,87770.239807
-120176.0,28,88127.635651
-119356.0,20,88506.9027
-123096.0,24,88870.094778
-122584.0,28,89229.946748
-135701.0,20,89666.477194
-130657.0,24,90018.951826
-125553.0,20,90392.711457
-124490.0,28,90738.968024
