#{"t_start": 1781505506.8183386}
r,l,t
-123929.0,28,75640.392967
-134346.0,24,76008.800521
-161111.0,24,76394.045309
-118177.0,24,76760.458774
-133164.0,20,77133.645828
-120747.0,28,77480.02291
-122969.0,24,77811.927346
-128548.0,28,78198.678749
-121624.0,28,78549.329171
-135982.0,24,78912.057914
-123497.0,28,79259.657652
-127780.0,24,79591.392595
-148097.0,24,79943.872411
-134186.0,24,80283.536999
-150670.0,20,80706.52079
-125725.0,27,81107.434312
-128436.0,28,81457.107955
-102717.0,20,81835.983472
-125792.0,24,82184.142713
-126075.0,28,82601.116243
-124733.0,28,82957.246857
-151651.0,24,83372.071456
-116597.0,24,83724.402293
-134446.0,16,84155.796472
-132429.0,24,84524.401105
-126980.0,28,84886.698347
-124842.0,24,85258.529174
-142963.0,24,85634.500459
-119803.0,28,86014.33331
-161613.0,24,86451.275783
-120472.0,28,86822.79688
-123414.0,28,87201.012447
-121683.0,28,87555.608182
-124168.0,28,87916.834384
-138164.0,24,88334.962081
-136157.0,24,88705.9683
-122609.0,28,89059.715626
-148908.0,24,89410.89219
-122818.0,20,89801.327141
-132443.0,20,90184.725212
-117447.0,24,90554.301398
