#{"t_start": 1781505506.8169117}
r,l,t
-173593.0,10,35722.279049
-161774.0,9,36094.320588
-130966.0,12,36482.457438
-132029.0,16,36962.546308
-160168.0,16,37395.245077
-176022.0,15,37809.407873
-137944.0,9,38186.710285
-162622.0,12,38603.012928
-152960.0,11,39032.99622
-125512.0,10,39425.899902
-151813.0,20,39944.09995
-148486.0,17,40456.087241
-175582.0,25,41059.214461
-168728.0,21,41530.106284
-156662.0,12,42000.366753
-131239.0,24,42411.944206
-170909.0,12,42773.028702
-154156.0,12,43191.931881
-140636.0,15,43546.772701
-96070.0,9,43938.536324
-169692.0,14,44392.765371
-135716.0,13,44779.828247
-140558.0,16,45171.968125
-152387.0,24,45677.580223
-127816.0,24,46156.487959
-152011.0,12,46556.844368
-116678.0,20,46924.885461
-135182.0,20,47339.014384
-183254.0,12,47726.558417
-120298.0,24,48093.792816
-114649.0,21,48478.161794
-129602.0,24,48879.053224
-148771.0,24,49251.065995
-122625.0,24,49615.061236
-115475.0,24,49986.589709
-146621.0,24,50341.537443
-130142.0,24,50693.243417
-118839.0,25,51053.664149
-120276.0,26,51452.70833
-117512.0,28,51830.601964
-126915.0,24,52208.57026
-121397.0,24,52577.991895
-103425.0,16,52842.098425
-106802.0,10,53154.121925
-123743.0,8,53425.496423
-162655.0,7,53724.022061
-148084.0,7,53999.334093
-250814.0,8,54293.820723
-147788.0,7,54549.192344
-136871.0,8,54874.333999
-168328.0,6,55110.871488
-172789.0,7,55383.076677
-243170.0,9,55709.090722
-129573.0,7,55991.797744
-117350.0,6,56245.689171
-289740.0,9,56576.898115
-438976.0,10,56863.816651
-220693.0,8,57128.661516
-352073.0,10,57373.515461
-339808.0,11,57764.624272
-270188.0,14,58027.474436
-401953.0,14,58387.636711
-565048.0,14,58736.236352
-1457152.0,34,59231.84973
-1102280.0,29,59658.702936
-1792833.0,34,60102.71496
-734287.0,24,60500.879247
-1511977.0,29,60947.84026
-399474.0,19,61379.742193
-714755.0,19,61808.057656
-530638.0,19,62197.511296
-823731.0,23,62654.013052
-1862054.0,34,63131.08258
-1069461.0,24,63578.242552
-1478957.0,31,64002.703485
-1825921.0,34,64449.3428
-434952.0,19,64840.780859
-1874123.0,34,65271.582356
-538172.0,24,65695.778189
-1418221.0,32,66164.439843
-1133333.0,29,66621.0366
-670352.0,24,67042.911314
-1135087.0,29,67431.28483
-912270.0,24,67858.911805
-519897.0,24,68293.46164
-769243.0,24,68700.142182
-1039975.0,29,69114.684568
-1841667.0,34,69550.654917
-1449733.0,29,69988.607324
-993003.0,24,70404.503559
-1446620.0,29,70834.578442
-1811072.0,34,71260.118049
-1747983.0,29,71684.959555
-1770187.0,29,72109.782682
-1760269.0,34,72534.939208
-1305008.0,24,72937.320757
-896539.0,24,73343.622836
-1243992.0,29,73779.417089
-1282728.0,29,74185.155434
-1239250.0,29,74641.971653
-1783842.0,34,75057.321329
-1804752.0,34,75484.563903
-1188643.0,29,75919.985842
-991750.0,29,76363.760735
-983178.0,29,76775.050286
-818829.0,24,77189.821377
-1804455.0,34,77620.313388
-1574890.0,29,78058.324772
-1848784.0,34,78486.562936
-993636.0,29,78907.141572
-1847879.0,34,79332.402355
-456934.0,24,79725.448483
-1828466.0,34,80143.763754
-463938.0,22,80592.806529
-1598754.0,33,81083.324674
-1866429.0,34,81521.978204
-857820.0,24,81939.905488
-768570.0,25,82334.91466
-1856018.0,34,82796.986659
-806711.0,28,83249.64271
-1460710.0,29,83700.434171
-468093.0,16,84106.524939
-1665412.0,34,84611.417603
-1014239.0,29,85051.721001
-1833997.0,34,85572.961905
-1815276.0,34,86026.404624
-584685.0,24,86464.340302
-1831317.0,34,86913.305055
-1823088.0,34,87361.225274
-1851121.0,34,87804.821326
-1530421.0,32,88245.057803
-1460723.0,29,88760.140126
-1828343.0,34,89196.004983
-795756.0,21,89608.686601
-1375732.0,29,90069.425823
-982320.0,24,90501.034369
