#{"t_start": 1780925953.7683725}
r,l,t
-63874.0,16,19016.5144
-45723.0,22,19153.015287
-81925.0,20,19307.02882
-81412.0,20,19433.162453
-46953.0,28,19558.170944
-65212.0,24,19688.024068
-52370.0,24,19813.795979
-50519.0,20,19949.51186
-47602.0,24,20079.366239
-53075.0,24,20205.676036
-49375.0,28,20342.903438
-84838.0,15,20446.354707
-66359.0,10,20545.438557
-59646.0,8,20637.601687
-58955.0,12,20770.763492
-50330.0,8,20845.986849
-109031.0,8,20959.371346
-62495.0,8,21049.031791
-96236.0,6,21145.337646
-74787.0,6,21240.090009
-70521.0,7,21354.345155
-88306.0,6,21441.628325
-103271.0,6,21539.177873
-93912.0,8,21665.811581
-79414.0,6,21763.613507
-139312.0,6,21858.412389
-111983.0,7,21967.902587
-150149.0,7,22077.977779
-209088.0,9,22199.74999
-304663.0,19,22356.691074
-893599.0,28,22551.18432
-642100.0,24,22726.480048
-369542.0,24,22898.176723
-1326357.0,34,23093.59945
-1318826.0,34,23279.088825
-364290.0,24,23436.049239
-733783.0,29,23602.178492
-488318.0,24,23766.797878
-875171.0,29,23955.860645
-498555.0,25,24135.716374
-1330325.0,29,24333.039501
-519091.0,24,24505.676098
-790556.0,29,24677.516653
-581894.0,24,24837.459136
-1327520.0,34,25025.7203
-1308252.0,34,25226.683573
-483021.0,24,25398.180296
-444018.0,24,25567.178678
-1245659.0,34,25781.262094
-1140634.0,29,25983.955949
-1212291.0,29,26186.395447
-564151.0,24,26374.758166
-932881.0,29,26556.281544
-838783.0,29,26747.778196
-390362.0,19,26893.164146
-506543.0,24,27083.881705
-746089.0,24,27271.259856
-544622.0,24,27450.576282
-690687.0,29,27624.063654
-646463.0,24,27799.301081
-786299.0,29,27991.442658
-450244.0,24,28162.079432
-446001.0,24,28346.056662
-316651.0,19,28513.207399
-1312200.0,34,28717.416944
-414684.0,24,28887.567802
-1008569.0,29,29065.519047
-247802.0,19,29225.129281
-782240.0,25,29409.24294
-1245011.0,29,29605.953781
-1301390.0,34,29791.473105
-1341124.0,34,29975.906825
-1335009.0,34,30161.347528
-1326294.0,34,30349.297153
-491002.0,26,30506.65384
-1313974.0,34,30725.460298
-284478.0,19,30893.756882
-712022.0,29,31071.073643
-807943.0,29,31252.429063
-546472.0,24,31416.721197
-893075.0,29,31595.283353
-930961.0,29,31785.486114
-1309830.0,34,31971.955755
-638513.0,27,32156.465064
-293969.0,20,32340.039109
-1309146.0,34,32536.398038
-609994.0,24,32702.59367
-910636.0,24,32871.201318
-524436.0,28,33061.854187
-870839.0,29,33250.415243
-1306043.0,34,33440.499234
-1319207.0,34,33633.444236
-1311008.0,34,33819.496801
-1324129.0,34,34007.137904
-271232.0,24,34190.507713
-821157.0,24,34365.570162
-900837.0,29,34553.319561
-807050.0,26,34732.60609
-802317.0,29,34949.605973
-864657.0,26,35150.294129
-1341916.0,34,35346.677402
-867098.0,27,35538.874671
-770107.0,29,35722.615489
-1014018.0,28,35918.550243
-656119.0,27,36115.589067
-706064.0,24,36329.609615
-296041.0,21,36513.583169
-1318925.0,34,36702.63238
-515290.0,18,36881.684367
-709315.0,24,37092.777141
-457477.0,24,37281.288763
-684775.0,24,37492.342617
