#{"t_start": 1780925953.7699366}
r,l,t
-104033.0,10,14727.872605
-109943.0,12,14939.677085
-52765.0,11,15101.44711
-60163.0,17,15272.932663
-67999.0,15,15451.153158
-98623.0,12,15599.225566
-73773.0,11,15761.952223
-61572.0,16,15885.448683
-77604.0,15,16043.510282
-86755.0,13,16225.760755
-70546.0,12,16365.126437
-107665.0,12,16524.876674
-64985.0,13,16666.839687
-85839.0,12,16827.383921
-76948.0,19,16971.318568
-60188.0,16,17099.912822
-83507.0,16,17255.212752
-63884.0,22,17415.576242
-89495.0,12,17564.436077
-107384.0,12,17703.905371
-74667.0,12,17853.998313
-80239.0,18,18013.825602
-85917.0,14,18169.445364
-48112.0,17,18323.182788
-78586.0,23,18491.017886
-129380.0,12,18632.946163
-101033.0,16,18783.513551
-72416.0,24,18931.259543
-88913.0,20,19079.157455
-74547.0,20,19241.941088
-47592.0,24,19370.68074
-48469.0,24,19496.155043
-44342.0,25,19625.633012
-46159.0,28,19755.76711
-55147.0,19,19902.196757
-56697.0,26,20043.115826
-47740.0,28,20170.94034
-55651.0,24,20302.759047
-51158.0,28,20488.67832
-61840.0,24,20760.299536
-45567.0,28,21097.059783
-62786.0,24,21468.56653
-54246.0,24,21861.184863
-46599.0,28,22237.989465
-72024.0,20,22396.680517
-48505.0,28,22583.326852
-51846.0,24,22761.643238
-65718.0,20,22912.657156
-46587.0,28,23068.266677
-49301.0,28,23218.198562
-44472.0,25,23380.482671
-47967.0,28,23539.168893
-53653.0,27,23706.945542
-62814.0,20,23855.210349
-65723.0,24,23995.116097
-79284.0,20,24178.434315
-44632.0,28,24343.212081
-65074.0,20,24493.716209
-63064.0,24,24632.324793
-69085.0,24,24792.557842
-46595.0,28,24940.507149
-47843.0,28,25095.382626
-55453.0,23,25261.587471
-71346.0,24,25416.936995
-60195.0,24,25586.141094
-46114.0,28,25750.817541
-75825.0,16,25909.345007
-54919.0,24,26057.36085
-61111.0,24,26210.158629
-66707.0,20,26377.944035
-50313.0,28,26551.215999
-47948.0,20,26698.511366
-49241.0,24,26859.729729
-71886.0,20,27001.935174
-82179.0,16,27154.482687
-61461.0,24,27307.60479
-77086.0,20,27467.077848
-51701.0,24,27615.242692
-71052.0,24,27761.670191
-48925.0,24,27912.600595
-67640.0,24,28089.394152
-76660.0,20,28238.133341
-56246.0,20,28393.845305
-73666.0,20,28555.127139
-54744.0,24,28720.208181
-71091.0,20,28868.225438
-56770.0,24,29010.077378
-58300.0,24,29149.18658
-97642.0,16,29318.85128
-70322.0,20,29470.495533
-49115.0,28,29632.800147
-47360.0,28,29793.898023
-47190.0,28,29934.221258
-47530.0,28,30080.805258
-47507.0,28,30232.123387
-46111.0,28,30389.107955
-64377.0,20,30562.894095
-45005.0,28,30712.190813
-66605.0,17,30871.045799
-47332.0,28,31012.506061
-67658.0,24,31188.006165
-47535.0,28,31355.882315
-62172.0,20,31506.043522
-49996.0,28,31688.325992
-48506.0,28,31837.573595
-45143.0,28,31997.787597
-69919.0,21,32171.703838
-75349.0,20,32356.405986
-46806.0,28,32496.272732
-68754.0,20,32653.155967
-53296.0,20,32796.214815
-47219.0,28,32938.31703
-78345.0,20,33106.343494
-45581.0,28,33271.527223
-45699.0,28,33431.557518
-51653.0,24,33574.492383
-47300.0,28,33720.482865
-46400.0,28,33872.270725
-47015.0,28,34030.624262
-80728.0,20,34197.4014
-51759.0,24,34381.419327
-47834.0,24,34526.89128
-51602.0,24,34670.720995
-66828.0,20,34831.919678
-69335.0,24,34999.252546
-54865.0,20,35176.603458
-47027.0,28,35326.466395
-64894.0,24,35473.924075
-69216.0,20,35637.345607
-49623.0,27,35795.368528
-57372.0,24,35962.444995
-63608.0,20,36150.504176
-67155.0,24,36336.756557
-69547.0,16,36481.472029
-49293.0,28,36646.717567
-79201.0,18,36814.765746
-67918.0,20,36968.938622
-74835.0,20,37136.685143
-74755.0,19,37316.735368
-75762.0,20,37479.464987
